lineage,1903c111_10m-1,1903c111_10m-2,1903c111_10m-3,1903c117_50m-1,1903c117_50m-2,1903c117_50m-3,1903c118_23m-2,1903c118_23m-3,1903c119_11m-2,1903c119_11m-3,1903c122_28m-1,1903c122_28m-2,1903c122_28m-3,1903c123_10m-1,1903c123_10m-2,1903c123_10m-3,1903c124_15m-1,1903c124_15m-2,1903c124_15m-3,1903c126_45m-1,1903c126_45m-2,1903c126_45m-3,1903c127_7m-1,1903c127_7m-2,1903c127_7m-3,1903c129_26m-1,1903c129_26m-2,1903c129_26m-3,1903c144_13m-2,1903c144_13m-3,Las19c107_10m-1,Las19c107_10m-2,Las19c107_10m-3,Las19c135_5m-1,Las19c135_5m-2,Las19c135_5m-3,Las19c138_27m-1,Las19c138_27m-3
Alveolata;Ciliophora;Litostomatea;Cyclotrichiida;Mesodiniidae;Mesodinium;Mesodinium pulex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Paraglaciecola;s__Paraglaciecola chathamensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas marina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas undina,0.0,0.0,0.0,128000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp000171815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-002705445;f__GCA-002705445;g__GCA-2705445;s__GCA-2705445 sp018674175,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-002705445;f__GCA-002716945;g__GCA-2698665;s__GCA-2698665 sp018667355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-002705445;f__GCA-002716945;g__GCA-2698665;s__GCA-2698665 sp018670435,0.0,0.0,0.0,0.0,0.0,112000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121000.0,0.0,58000.0,0.0,0.0,0.0,65000.0,0.0,201000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus singularis,779000.0,623000.0,0.0,929000.0,675000.0,1067000.0,231000.0,0.0,498000.0,265000.0,832000.0,250000.0,0.0,728000.0,641000.0,0.0,904000.0,768000.0,623000.0,359000.0,335000.0,81000.0,871000.0,811000.0,0.0,754000.0,418000.0,66000.0,1045000.0,0.0,1243000.0,923000.0,0.0,901000.0,894000.0,69000.0,1282000.0,193000.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus singularis_A,62000.0,0.0,0.0,0.0,0.0,157000.0,0.0,0.0,0.0,0.0,68000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,469000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus sp000213395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181000.0,65000.0,0.0,0.0,0.0,0.0,229000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus sp000372785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63000.0,0.0,0.0,0.0,0.0,0.0,88000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus sp002169705,155000.0,118000.0,0.0,157000.0,62000.0,188000.0,0.0,0.0,0.0,0.0,95000.0,0.0,0.0,89000.0,72000.0,0.0,117000.0,63000.0,112000.0,75000.0,80000.0,0.0,55000.0,57000.0,0.0,150000.0,76000.0,0.0,61000.0,0.0,368000.0,182000.0,0.0,56000.0,75000.0,0.0,565000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus sp002698045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,0.0,0.0,85000.0,56000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53000.0,0.0,269000.0,103000.0,0.0,0.0,0.0,0.0,192000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus sp002711905,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68000.0,57000.0,0.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94000.0,0.0,212000.0,77000.0,0.0,0.0,0.0,0.0,76000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus sp902509905,467000.0,366000.0,0.0,696000.0,375000.0,657000.0,159000.0,0.0,292000.0,110000.0,403000.0,104000.0,0.0,452000.0,336000.0,0.0,501000.0,388000.0,344000.0,194000.0,168000.0,0.0,377000.0,353000.0,0.0,449000.0,225000.0,0.0,543000.0,0.0,1009000.0,640000.0,0.0,492000.0,467000.0,59000.0,1011000.0,68000.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus sp902511025,0.0,0.0,0.0,0.0,0.0,64000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96000.0,54000.0,0.0,0.0,0.0,0.0,151000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus sp902512305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91000.0,0.0,0.0,0.0,0.0,0.0,116000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus sp902513495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64000.0,0.0,0.0,0.0,0.0,0.0,67000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus sp902606745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108000.0,0.0,0.0,0.0,0.0,0.0,141000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002390555,918000.0,880000.0,0.0,796000.0,400000.0,1647000.0,249000.0,0.0,411000.0,0.0,1480000.0,1567000.0,0.0,875000.0,595000.0,0.0,658000.0,355000.0,204000.0,464000.0,484000.0,0.0,212000.0,168000.0,0.0,1078000.0,1283000.0,0.0,216000.0,0.0,1025000.0,735000.0,0.0,258000.0,188000.0,0.0,1388000.0,89000.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002684495,0.0,0.0,0.0,0.0,0.0,73000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84000.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81000.0,57000.0,72000.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002704225,186000.0,252000.0,0.0,122000.0,54000.0,179000.0,160000.0,0.0,77000.0,0.0,165000.0,258000.0,0.0,117000.0,65000.0,0.0,51000.0,0.0,71000.0,226000.0,291000.0,0.0,0.0,0.0,0.0,428000.0,874000.0,0.0,0.0,0.0,162000.0,145000.0,0.0,0.0,0.0,0.0,389000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002704325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002725095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002726925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109000.0,260000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp009886205,643000.0,640000.0,0.0,108000.0,56000.0,1067000.0,0.0,0.0,96000.0,0.0,976000.0,1007000.0,0.0,215000.0,167000.0,0.0,255000.0,147000.0,0.0,0.0,0.0,0.0,545000.0,475000.0,0.0,487000.0,627000.0,0.0,206000.0,0.0,155000.0,94000.0,0.0,589000.0,469000.0,0.0,276000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp009936895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7455;s__UBA7455 sp003452295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__UBA9659 sp012961165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,59000.0,0.0,63000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,87000.0,0.0,0.0,0.0,0.0,118000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__UBA9659 sp018645845,0.0,0.0,0.0,199000.0,108000.0,0.0,0.0,0.0,92000.0,0.0,0.0,0.0,0.0,454000.0,313000.0,0.0,268000.0,171000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201000.0,0.0,403000.0,279000.0,0.0,0.0,0.0,0.0,150000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__UBA9659 sp018665025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp002689445,0.0,0.0,0.0,79000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82000.0,0.0,0.0,0.0,100000.0,57000.0,0.0,0.0,0.0,0.0,129000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp002697205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92000.0,58000.0,0.0,66000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108000.0,62000.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp003451575,50000.0,54000.0,0.0,74000.0,0.0,75000.0,0.0,0.0,0.0,0.0,52000.0,85000.0,0.0,71000.0,51000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127000.0,104000.0,0.0,106000.0,177000.0,0.0,171000.0,0.0,66000.0,53000.0,0.0,157000.0,107000.0,0.0,141000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp018645765,309000.0,377000.0,0.0,492000.0,216000.0,502000.0,0.0,0.0,251000.0,0.0,342000.0,524000.0,0.0,472000.0,336000.0,0.0,304000.0,152000.0,0.0,144000.0,169000.0,0.0,302000.0,267000.0,0.0,692000.0,1037000.0,0.0,327000.0,0.0,452000.0,360000.0,0.0,451000.0,295000.0,0.0,878000.0,59000.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp018647445,146000.0,156000.0,0.0,351000.0,185000.0,253000.0,0.0,0.0,174000.0,0.0,176000.0,269000.0,0.0,280000.0,206000.0,0.0,176000.0,117000.0,0.0,63000.0,67000.0,0.0,146000.0,136000.0,0.0,227000.0,362000.0,0.0,271000.0,0.0,327000.0,272000.0,0.0,203000.0,161000.0,0.0,389000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__Halioglobus sp000156295,258000.0,256000.0,0.0,317000.0,190000.0,944000.0,0.0,0.0,315000.0,944000.0,195000.0,262000.0,0.0,513000.0,346000.0,70000.0,404000.0,345000.0,0.0,0.0,0.0,608000.0,564000.0,598000.0,0.0,252000.0,338000.0,537000.0,975000.0,0.0,687000.0,562000.0,0.0,1019000.0,760000.0,363000.0,167000.0,1644000.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__Halioglobus sp002862985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__Halioglobus sp905480565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232000.0,0.0,0.0,0.0,0.0,0.0,52000.0,0.0,0.0,0.0,0.0,0.0,119000.0,0.0,0.0,0.0,0.0,0.0,94000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp000169115,1588000.0,1665000.0,0.0,947000.0,450000.0,3061000.0,76000.0,0.0,747000.0,1730000.0,2058000.0,2220000.0,0.0,1288000.0,1033000.0,749000.0,1192000.0,1175000.0,0.0,85000.0,109000.0,1967000.0,1694000.0,1598000.0,0.0,1331000.0,1448000.0,648000.0,1408000.0,258000.0,1555000.0,1342000.0,0.0,1934000.0,1652000.0,1869000.0,722000.0,2947000.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp002390485,543000.0,628000.0,0.0,384000.0,208000.0,693000.0,0.0,0.0,367000.0,0.0,614000.0,818000.0,0.0,567000.0,450000.0,0.0,429000.0,277000.0,0.0,0.0,50000.0,0.0,286000.0,277000.0,0.0,382000.0,632000.0,0.0,194000.0,0.0,549000.0,476000.0,0.0,311000.0,306000.0,0.0,201000.0,50000.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp002683335,93000.0,101000.0,0.0,0.0,0.0,133000.0,0.0,0.0,0.0,0.0,0.0,71000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133000.0,166000.0,317000.0,0.0,0.0,0.0,203000.0,243000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,168000.0,489000.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp002683395,320000.0,288000.0,0.0,115000.0,0.0,1229000.0,71000.0,0.0,0.0,445000.0,275000.0,486000.0,0.0,159000.0,132000.0,81000.0,123000.0,107000.0,145000.0,570000.0,651000.0,1693000.0,0.0,50000.0,0.0,530000.0,724000.0,65000.0,64000.0,0.0,280000.0,277000.0,0.0,75000.0,74000.0,1337000.0,747000.0,1721000.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp002689915,76000.0,86000.0,0.0,51000.0,0.0,120000.0,0.0,0.0,65000.0,0.0,88000.0,138000.0,0.0,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,66000.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp009886815,0.0,0.0,0.0,0.0,0.0,66000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68000.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp013911345,0.0,0.0,0.0,0.0,0.0,102000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217000.0,50000.0,194000.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp016779445,0.0,55000.0,0.0,0.0,0.0,269000.0,0.0,0.0,0.0,0.0,50000.0,111000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,820000.0,57000.0,0.0,0.0,103000.0,145000.0,0.0,90000.0,0.0,0.0,0.0,0.0,56000.0,0.0,0.0,291000.0,819000.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp018222695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129000.0,0.0,76000.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp018666055,1092000.0,1138000.0,0.0,962000.0,595000.0,1662000.0,262000.0,0.0,830000.0,1362000.0,1416000.0,1514000.0,440000.0,1226000.0,1018000.0,913000.0,960000.0,887000.0,179000.0,672000.0,785000.0,1621000.0,878000.0,849000.0,0.0,1239000.0,1410000.0,705000.0,948000.0,533000.0,1250000.0,1174000.0,0.0,1154000.0,924000.0,1583000.0,1445000.0,1627000.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp018666295,210000.0,222000.0,0.0,165000.0,103000.0,268000.0,0.0,0.0,136000.0,0.0,263000.0,302000.0,0.0,260000.0,227000.0,0.0,203000.0,133000.0,0.0,0.0,0.0,0.0,142000.0,141000.0,0.0,131000.0,212000.0,0.0,93000.0,0.0,243000.0,211000.0,0.0,174000.0,141000.0,0.0,84000.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp905182485,411000.0,455000.0,0.0,221000.0,134000.0,893000.0,71000.0,0.0,201000.0,367000.0,547000.0,663000.0,104000.0,327000.0,243000.0,181000.0,246000.0,218000.0,76000.0,297000.0,341000.0,998000.0,260000.0,268000.0,0.0,516000.0,665000.0,143000.0,229000.0,121000.0,367000.0,332000.0,0.0,387000.0,306000.0,688000.0,703000.0,955000.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp905478845,72000.0,81000.0,0.0,0.0,0.0,336000.0,0.0,0.0,0.0,66000.0,104000.0,125000.0,0.0,52000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317000.0,50000.0,0.0,0.0,79000.0,113000.0,0.0,0.0,0.0,68000.0,51000.0,0.0,56000.0,57000.0,135000.0,123000.0,402000.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas alkaliantarctica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas aquamarina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600000.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas glaciei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516000.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas hamiltonii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83000.0,0.0,0.0
