,Domain,Phylum,Class,Order,Family,Genus,Species
TAX_625,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Protoceratium
TAX_626,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Pyrodinium
TAX_627,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Scrippsiella
TAX_628,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Togula
TAX_629,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophysiales,Dinophysis
TAX_630,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Noctilucales,Noctiluca
TAX_631,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Oxyrrhinaceae,Oxyrrhis
TAX_632,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Suessiales,Pelagodinium
TAX_633,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Suessiales,Polarella
TAX_634,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Suessiales,Symbiodinium
TAX_635,Eukaryota,Alveolata,Dinophyta,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,Amoebophrya
TAX_636,Eukaryota,Amoebozoa,Conosa,Mycetozoa-Dictyostelea,Dictyosteliida,Dictyosteliida-Group-IV,Dictyostelium
TAX_637,Eukaryota,Amoebozoa,Lobosa,Discosea-Flabellinia,Dactylopodida,Paramoebidae,Paramoeba
TAX_638,Eukaryota,Amoebozoa,Lobosa,Discosea-Flabellinia,Vannellida,Vannellidae,Vannella
TAX_639,Eukaryota,Amoebozoa,Lobosa,Lobosa_X,Centramoebida,Acanthamoebidae,Acanthamoeba
TAX_640,Eukaryota,Amoebozoa,Tubulinea,Arcellinida,Difflugina,Difflugiidae,Sexangularia
TAX_641,Eukaryota,Apusozoa,Hilomonadea,Planomonadida,Planomonadidae,Planomonadidae_Group-1,Stygamoeba
TAX_642,Eukaryota,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendrales_X,Tetraselmis
TAX_643,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlorophyceae_X,CW-Chlamydomonadales,Chlamydomonas
TAX_644,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlorophyceae_X,CW-Chlamydomonadales,Dunaliella
TAX_645,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlorophyceae_X,CW-Chlamydomonadales,Polytomella
TAX_646,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlorophyceae_X,CW-Chlamydomonadales,Volvox
TAX_647,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix
TAX_648,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastix
TAX_649,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus
TAX_650,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus
TAX_651,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mamiellaceae sp
TAX_652,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mantoniella
TAX_653,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas
TAX_654,Eukaryota,Archaeplastida,Chlorophyta,Nephroselmidophyceae,Nephroselmidophyceae_X,Nephroselmidaceae,Nephroselmis
TAX_655,Eukaryota,Archaeplastida,Chlorophyta,Prasino-Clade-V,Prasino-Clade-V_X,Pycnococcaceae,Pycnococcus
TAX_656,Eukaryota,Archaeplastida,Chlorophyta,Prasinococcales,Prasinococcales_X,Prasinococcales-Clade-A,Prasinococcus
TAX_657,Eukaryota,Archaeplastida,Chlorophyta,Prasinococcales,Prasinococcales_X,Prasinococcales-Clade-B,Prasinoderma
TAX_658,Eukaryota,Archaeplastida,Chlorophyta,Prasinophyceae,Prasinophyceae_X,Prasinophyceae_XX,Prasinophyceae_XXX
TAX_659,Eukaryota,Archaeplastida,Chlorophyta,Prasinophyceae,unclassified Prasinophyceae,unclassified Prasinophyceae_X,unclassified Prasinophyceae_XX
TAX_660,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas
TAX_661,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorella
TAX_662,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Picochlorum
TAX_663,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolales_X,Stichococcus
TAX_664,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae_X,Trebouxiophyceae_XX,Coccomyxa
TAX_665,Eukaryota,Archaeplastida,Glaucocystophyta,Glaucocystophyceae,Glaucocystophytes,Glaucocystophytes_X,Gloeochaete
TAX_666,Eukaryota,Archaeplastida,Rhodophyta,Compsopogonophyceae,Erythropeltidales,Erythrotrichiaceae,Madagascaria
TAX_667,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Corallinales,Corallinales_X,Calliarthron
TAX_668,Eukaryota,Archaeplastida,Rhodophyta,Rhodellophyceae,Rhodellales,Rhodellales_X,Rhodella
TAX_669,Eukaryota,Archaeplastida,Streptophyta,Brassicales,Brassicaceae,Camelineae,Arabidopsis
TAX_670,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Brachypodium
TAX_671,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Oryza
TAX_672,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Physcomitrella
TAX_673,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Populus
TAX_674,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Ricinus
TAX_675,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Sorghum
TAX_676,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Zea
TAX_677,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Eutreptiales,Eutreptiella
TAX_678,Eukaryota,Excavata,Discoba,Euglenozoa,Kinetoplastida,Neobodonid,Neobodo
TAX_679,Eukaryota,Excavata,Discoba,Euglenozoa,Kinetoplastida,Trypanosomatidae-Non-trypanosome,Leishmania
TAX_680,Eukaryota,Excavata,Discoba,Euglenozoa,Kinetoplastida,Trypanosomatidae-Trypanosomes,Trypanosoma
TAX_681,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptophyceae_X,Cryptomonadales,Chroomonas
TAX_682,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptophyceae_X,Cryptomonadales,Cryptomonas
TAX_683,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptophyceae_X,Cryptomonadales,Geminigera
TAX_684,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptophyceae_X,Cryptomonadales,Guillardia
TAX_685,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptophyceae_X,Cryptomonadales,Hanusia
TAX_686,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptophyceae_X,Cryptomonadales,Hemiselmis
TAX_687,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptophyceae_X,Cryptomonadales,Rhodomonas
TAX_688,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptophyceae_X,Goniomonadales,Goniomonas
TAX_689,Eukaryota,Hacrobia,Cryptophyta,unclassified Cryptophyta,unclassified_Cryptophyta_X,unclassified_Cryptophyta_XX,unclassified_Cryptophyta_XXX
TAX_690,Eukaryota,Hacrobia,Haptophyta,Pavlovophyceae,Pavlovales,Pavlovaceae,Exanthemachrysis
TAX_691,Eukaryota,Hacrobia,Haptophyta,Pavlovophyceae,Pavlovales,Pavlovaceae,Pavlova
TAX_692,Eukaryota,Hacrobia,Haptophyta,Pavlovophyceae,Pavlovales,unclassified Pavlovales,Pavlovales sp.
TAX_693,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,cladeE,Chrysoculteraceae,Chrysoculter
TAX_694,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus
TAX_695,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Coccolithales,Coccolithaceae,Coccolithus
TAX_696,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Coccolithales,Pleurochrysidaceae,Pleurochrysis
TAX_697,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,Isochrysis
TAX_698,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania
TAX_699,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa
TAX_700,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis
TAX_701,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina
TAX_702,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Chrysochromulina
TAX_703,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Imantonia
TAX_704,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium
TAX_705,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Zygodiscales,Pontosphaeraceae,Scyphosphaera
TAX_706,Eukaryota,Hacrobia,Picobiliphyta,Picobiliphyta_X,Picobiliphyta_XX,Picobiliphyta_XXX,Picobiliphyte
TAX_707,Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Acanthoecidae_Group_G,Acanthoeca
TAX_708,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Aspergillus
TAX_709,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Magnaporthe
TAX_710,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Thielavia
TAX_711,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Coprinopsis
TAX_712,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Schizophyllum
TAX_713,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Sporisorium
TAX_714,Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Helobdella
TAX_715,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Ixodes
TAX_716,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Daphnia
TAX_717,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Acyrthosiphon
TAX_718,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Drosophila
TAX_719,Eukaryota,Opisthokonta,Metazoa,Cephalochordata,Cephalochordata_X,Cephalochordata_XX,Branchiostoma
TAX_720,Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Craniata_XX,Homo
TAX_721,Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Craniata_XX,Rattus
TAX_722,Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Mammalia,Sarcophilus
TAX_723,Eukaryota,Opisthokonta,Metazoa,Craniata,Craniata_X,Teleostei,Tetraodon
TAX_724,Eukaryota,Opisthokonta,Metazoa,Ctenophora,Ctenophora_X,Ctenophora_XX,Undescribed
TAX_725,Eukaryota,Opisthokonta,Metazoa,Echinodermata,Echinodermata_X,Echinodermata_XX,Strongylocentrotus
TAX_726,Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Pristionchus
TAX_727,Eukaryota,Rhizaria,Cercozoa,Filosa-Chlorarachnea,Chlorarachnida,Chlorarachnida_X,Bigelowiella
TAX_728,Eukaryota,Rhizaria,Cercozoa,Filosa-Chlorarachnea,Chlorarachnida,Chlorarachnida_X,Chlorarachnion
TAX_729,Eukaryota,Rhizaria,Cercozoa,Filosa-Chlorarachnea,Chlorarachnida,Chlorarachnida_X,Lotharella
TAX_730,Eukaryota,Rhizaria,Foraminifera,Rotaliida,Rotaliida_X,Elphidiidae,Elphidium
TAX_731,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Asterionellopsis
TAX_732,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Grammatophora
TAX_733,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Thalassionema
TAX_734,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros
TAX_735,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Detonula
TAX_736,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Ditylum
TAX_737,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Extubocellulus
TAX_738,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Minutocellus
TAX_739,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Odontella
TAX_740,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Skeletonema
TAX_741,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira
TAX_742,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Triceratium
TAX_743,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Corethron
TAX_744,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Proboscia
TAX_745,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Rhizosolenia
TAX_746,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Amphiprora
TAX_747,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Cylindrotheca
TAX_748,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Fragilariopsis
TAX_749,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Nitzschia
TAX_750,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Pseudo-nitzschia
TAX_751,Eukaryota,Stramenopiles,Stramenopiles_X,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Stauroneis
TAX_752,Eukaryota,Stramenopiles,Stramenopiles_X,Bicoecea,Anoecales,Cafeteriaceae,Cafeteria
TAX_753,Eukaryota,Stramenopiles,Stramenopiles_X,Bicoecea,Borokales,Borokaceae,Bicosoecida
TAX_754,Eukaryota,Stramenopiles,Stramenopiles_X,Bolidophyceae-and-relatives,Bolidophyceae-and-relatives_X,Bolidophyceae-and-relatives_XX,Bolidomonas
TAX_755,Eukaryota,Stramenopiles,Stramenopiles_X,Chrysophyceae-Synurophyceae,Chrysophyceae-Synurophyceae_X,Clade-C,Ochromonas
TAX_756,Eukaryota,Stramenopiles,Stramenopiles_X,Dictyochophyceae,Dictyochophyceae_X,Dictyochales,Dictyocha
TAX_757,Eukaryota,Stramenopiles,Stramenopiles_X,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Florenciella
TAX_758,Eukaryota,Stramenopiles,Stramenopiles_X,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Pseudopedinella
TAX_759,Eukaryota,Stramenopiles,Stramenopiles_X,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Pteridomonas
TAX_760,Eukaryota,Stramenopiles,Stramenopiles_X,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,unclassified Pedinellales
TAX_761,Eukaryota,Stramenopiles,Stramenopiles_X,Dictyochophyceae,Dictyochophyceae_X,Rhizochromulinales,Rhizochromulina
TAX_762,Eukaryota,Stramenopiles,Stramenopiles_X,Labyrinthulea,Thraustochytriales,Thraustochytriaceae,Schizochytrium
TAX_763,Eukaryota,Stramenopiles,Stramenopiles_X,Oomyceta,Oomyceta_X,Oomyceta_XX,Phytophthora
TAX_764,Eukaryota,Stramenopiles,Stramenopiles_X,Oomyceta,Oomyceta_X,Oomyceta_XX,Saprolegnia
TAX_765,Eukaryota,Stramenopiles,Stramenopiles_X,Pelagophyceae,Pelagophyceae_X,Pelagophyceae_XX,Aureococcus
TAX_766,Eukaryota,Stramenopiles,Stramenopiles_X,Pelagophyceae,Pelagophyceae_X,Pelagophyceae_XX,Chrysocystis
TAX_767,Eukaryota,Stramenopiles,Stramenopiles_X,Pelagophyceae,Pelagophyceae_X,Pelagophyceae_XX,Chrysoreinhardia
TAX_768,Eukaryota,Stramenopiles,Stramenopiles_X,Pelagophyceae,Pelagophyceae_X,Pelagophyceae_XX,Pelagococcus
TAX_769,Eukaryota,Stramenopiles,Stramenopiles_X,Pelagophyceae,Pelagophyceae_X,Pelagophyceae_XX,Pelagomonas
TAX_770,Eukaryota,Stramenopiles,Stramenopiles_X,Pelagophyceae,Pelagophyceae_X,Pelagophyceae_XX,Pelagophyceae_XXX
TAX_771,Eukaryota,Stramenopiles,Stramenopiles_X,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Ectocarpus
TAX_772,Eukaryota,Stramenopiles,Stramenopiles_X,Pinguiophyceae,Pinguiochrysidales,Pinguiochrysidaceae,Phaeomonas
TAX_773,Eukaryota,Stramenopiles,Stramenopiles_X,Pinguiophyceae,Pinguiochrysidales,Pinguiochrysidaceae,Pinguiococcus
TAX_774,Eukaryota,Stramenopiles,Stramenopiles_X,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Heterosigma
TAX_775,Eukaryota,Stramenopiles,Stramenopiles_X,Synchromophyceae,Synchromadales,Synchromaceae,Synchroma
TAX_776,Eukaryota,Stramenopiles,Synurophyceae,Ochromonadales,Ochromonadaceae,unclassified Ochromonadaceae,Ochromonadaceae sp.
